"id","created_by","approved_by","logo_url","name","description","value","last_updated","updated_by","created_at","field","is_approved","is_active","is_archived","email","line","twitter","whatsapp","instagram","website","location"
"367a1868-d53d-4153-b4bb-ab82e94a398a",OFt6HkGGNcfL1TXYmOxbHr01cxT2,OFt6HkGGNcfL1TXYmOxbHr01cxT2,https://drive.google.com/file/d/1PQsQ9flCrsohQLrZl4iZ81t3r4K01_-L/view,Aqua (Danone),"Danone is a multinational food-products corporation headquartered in Paris, France. It was founded in Barcelona, Spain, in 1919 by Isaac Carasso. The company's original product was yogurt, which was sold under the brand name ""Danone"". Danone's product portfolio includes a variety of dairy and plant-based products, bottled water, baby food, and medical nutrition. Some well-known brands under Danone's umbrella include Activia, Actimel, Danonino, Danette, evian, and Alpro. The company is a major player in the dairy industry, offering a range of yogurts, dairy desserts, and fermented dairy products. In recent years, Danone has also expanded its presence in the plant-based market with products like plant-based yogurts and beverages.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nunc vel urna ut velit mollis maximus. Sed varius, quam eget consectetur pellentesque, elit eros laoreet elit, id lacinia elit tortor non enim. Fusce in lectus sed justo eleifend gravida. Nullam gravida sagittis elit, vel bibendum risus dictum in. Nulla facilisi. Aliquam erat volutpat. Nullam vitae tristique sapien. Maecenas nec volutpat velit. Phasellus malesuada risus ac odio hendrerit, vel efficitur justo hendrerit.
Integer sagittis eros a tortor ultrices, a sollicitudin justo consequat. Sed sagittis urna et pharetra consectetur. Suspendisse vitae augue hendrerit, consectetur velit nec, pulvinar libero. In hac habitasse platea dictumst. Nullam sit amet urna dapibus, fermentum odio non, congue libero. Curabitur venenatis, eros nec auctor vulputate, libero purus eleifend felis, at suscipit sapien tellus eget libero. Suspendisse potenti. Donec ut tortor vel augue vestibulum tincidunt a at sapien. Proin nec nulla vitae metus accumsan commodo vel vel enim. Mauris pulvinar neque sed massa varius ultricies.
",2023-12-18 16:24:42.010,OFt6HkGGNcfL1TXYmOxbHr01cxT2,2023-12-18 16:24:42.010,Food & Beverage,true,true,false,,,,,,,
"92e3f58e-7852-4d23-97e8-9905560c78b0",gb6V5uGeZSSrGwWlpKS1d6BXv242,gb6V5uGeZSSrGwWlpKS1d6BXv242,https://drive.google.com/file/d/1yhJB8isfnRakw1RkP_3EyY2UCc_RF-m4/view?usp=drive_link,Nutrifood,"Nutrifood is a leading Indonesian food and beverage company with a diverse portfolio of products ranging from biscuits and candies to coffee and nutritional supplements. Established in 1995, the company has grown to become a household name, recognized for its commitment to quality, innovation, and social responsibility. Nutrifood's products are enjoyed by consumers across Indonesia and are exported to over 80 countries worldwide.

Nutrifood's success lies in its focus on understanding consumer needs and delivering products that meet their evolving preferences. The company continuously invests in research and development, introducing new flavors, formulations, and packaging options to cater to diverse tastes and lifestyles. Nutrifood is also committed to sustainability, implementing eco-friendly practices and supporting local communities through various social responsibility initiatives.","1. Leading Market Position: Nutrifood holds a significant share in various segments of the Indonesian food and beverage market, including biscuits, candies, coffee, and nutritional supplements. The company's brands are widely recognized for their quality, taste, and affordability.
2. Brand Recognition and Loyalty: Nutrifood has established strong brand recognition and loyalty among Indonesian consumers. Its brands have become household names, trusted for providing delicious, nutritious, and enjoyable products.
3. Numerous Awards and Recognitions: Nutrifood has received numerous awards and recognitions, including the Indonesia Top Brand Award for various product categories. These accolades showcase the company's enduring popularity and its contributions to the Indonesian food and beverage industry.
4. Product Innovation and Diversification: Nutrifood has a strong reputation for introducing innovative products that cater to the evolving preferences of Indonesian consumers. The company has diversified its product portfolio, expanding into new categories and introducing new flavors, formulations, and packaging options to meet diverse tastes and lifestyles.
5. International Expansion and Export Success: Nutrifood has successfully expanded its reach beyond Indonesia, exporting its products to over 80 countries worldwide. The company has established strong partnerships with international distributors and retailers, making its brands accessible to a global audience.
6. Commitment to Sustainability: Nutrifood is committed to sustainable practices throughout its operations, from sourcing ingredients to manufacturing and packaging. The company implements eco-friendly initiatives, reduces waste generation, and supports sustainable agriculture practices.
7. Social Responsibility Initiatives: Nutrifood actively engages in social responsibility initiatives, focusing on education, nutrition, and community development. The company collaborates with various organizations to provide support and opportunities for underprivileged communities.",2023-12-18 16:24:42.010,gb6V5uGeZSSrGwWlpKS1d6BXv242,2023-12-18 16:24:42.010,Food & Beverage,true,true,false,,,,,,,
"0166dbdc-9358-456d-b438-9a221ca728c7",OFt6HkGGNcfL1TXYmOxbHr01cxT2,OFt6HkGGNcfL1TXYmOxbHr01cxT2,https://drive.google.com/file/d/1O1HsAkTEMv9p8UXdn36Ay82PT5HKN9kQ/view?usp=drive_link,Pocari Sweat,"Pocari Sweat is a leading isotonic drink brand in Indonesia, renowned for its refreshing taste and ability to replenish electrolytes and fluids lost through sweating. Introduced in 1989, Pocari Sweat has become a household name, trusted by athletes, active individuals, and anyone seeking rehydration and refreshment.

Pocari Sweat's success lies in its unique formulation, designed to optimally replenish fluids and electrolytes, particularly sodium and potassium, which are essential for maintaining hydration and muscle function. The brand's commitment to quality and scientific research has been recognized through numerous awards and certifications, including the Indonesian Top Brand Award for Isotonic Drinks for over 20 consecutive years.","1. Market Leadership: Pocari Sweat has consistently maintained a strong market position, holding a significant share in the Indonesian isotonic drink market. The brand's products are widely recognized for their effectiveness in replenishing fluids and electrolytes, making them a popular choice among athletes, active individuals, and anyone seeking rehydration.
2. Brand Recognition and Trust: Pocari Sweat has achieved remarkable brand recognition and trust among Indonesian consumers. The brand is synonymous with isotonic drinks and is widely recognized for its commitment to quality and scientific research. Pocari Sweat's iconic blue packaging and logo have become instantly recognizable symbols of refreshment and hydration.
3. Numerous Awards and Recognitions: Pocari Sweat has received numerous awards and recognitions, including the Indonesian Top Brand Award for Isotonic Drinks for over 20 consecutive years. These accolades showcase the brand's enduring popularity and its contributions to the Indonesian beverage industry.
4. Scientific Backing and Innovation: Pocari Sweat's products are backed by scientific research and are constantly being innovated to meet the evolving hydration needs of consumers. The brand has introduced various flavors, formulations, and packaging options, catering to different preferences and consumption occasions.
5. Hydration Awareness and Education: Pocari Sweat actively engages in hydration awareness and education initiatives, promoting the importance of proper fluid intake and electrolyte balance. The brand collaborates with sports organizations, healthcare professionals, and schools to educate the public about the benefits of staying hydrated.
6. Community Engagement and Social Impact: Pocari Sweat is committed to community engagement and social impact, supporting various initiatives focused on sports development, youth empowerment, and disaster relief. The brand has partnered with organizations to provide training and opportunities for young athletes, contribute to disaster relief efforts, and promote healthy lifestyles in communities.",2023-12-18 16:24:42.010,OFt6HkGGNcfL1TXYmOxbHr01cxT2,2023-12-18 16:24:42.010,Food & Beverage,true,true,false,,,,,,,
"847bd976-996f-496b-891f-f8b54ef7502e",gb6V5uGeZSSrGwWlpKS1d6BXv242,gb6V5uGeZSSrGwWlpKS1d6BXv242,https://drive.google.com/file/d/1qw52Hft3JOhE-WktFfmAjXQn5trzorDE/view?usp=drive_link,Asus Indonesia,"ASUS is passionate about technology and driven by innovation. We dream, we dare and we strive to create an effortless and joyful digital life for everyone. We're always in search of incredible ideas and experiences, and we aspire to deliver the incredible in everything we do. We discover the ideas, products and awards that make up our rich history as a global technology leader.","1. Leading Market Share: ASUS Indonesia has consistently maintained a strong market position, holding a significant share in the Indonesian PC market. The company's products are widely recognized for their quality, innovation, and performance.
2. Numerous Awards and Recognitions: ASUS Indonesia has received numerous awards and recognitions from industry publications, consumer organizations, and government bodies. These accolades showcase the company's commitment to excellence and its contributions to the Indonesian technology landscape.
3. Product Innovations: ASUS Indonesia has a strong reputation for introducing innovative products that cater to the evolving needs of Indonesian consumers. The company has been at the forefront of introducing new technologies, such as ultrabooks, gaming laptops, and smartphones.
4. Corporate Social Responsibility: ASUS Indonesia is actively involved in various corporate social responsibility (CSR) initiatives, demonstrating its commitment to giving back to the community. These initiatives include educational programs, environmental conservation efforts, and support for underprivileged communities.
5. Employment Opportunities: ASUS Indonesia has created significant employment opportunities in the country, contributing to the local economy and fostering a skilled workforce. The company's growth has led to the expansion of its operations and the creation of new jobs for Indonesian professionals.",2023-12-18 16:24:42.010,gb6V5uGeZSSrGwWlpKS1d6BXv242,2023-12-18 16:24:42.010,Technology,true,true,false,,,,,,,
"5f37c98e-49e7-41c2-8f65-a8fe8155c90c",y4TOqSFLXtacjUX7MMsxH8XT0D03,y4TOqSFLXtacjUX7MMsxH8XT0D03,https://drive.google.com/file/d/1vRJpW2J0nXKOlZvaFTKEw0jiQqLyKSZm/view?usp=drive_link,Campina,"Campina, Indonesia's leading ice cream manufacturer, has been creating smiles and delighting taste buds for over 50 years. With a wide range of flavors and innovations, Campina has become a household name, synonymous with high-quality, delicious ice cream.

Campina's commitment to quality and innovation has been recognized through numerous awards and certifications, including the Indonesian Top Brand Award for Ice Cream for over 25 consecutive years. The company's products are enjoyed by consumers across Indonesia and are exported to over 10 countries worldwide.","1. Leading Market Position: Campina holds a significant share in the Indonesian ice cream market, maintaining a consistent position as the country's top ice cream manufacturer. The brand's products are widely recognized for their taste, quality, and affordability.
2. Brand Recognition and Loyalty: Campina has established strong brand recognition and loyalty among Indonesian consumers. The brand is synonymous with ice cream in Indonesia, with a loyal customer base that spans generations.
3. Numerous Awards and Recognitions: Campina has received numerous awards and recognitions, including the Indonesian Top Brand Award for Ice Cream for over 25 consecutive years. These accolades showcase the brand's enduring popularity and its contributions to the Indonesian food industry.
4. Product Innovation and Diversification: Campina has a strong reputation for introducing innovative products that cater to the evolving preferences of Indonesian consumers. The company has diversified its product portfolio, expanding into new flavors, formulations, and packaging options to meet diverse tastes and lifestyles.
5. International Expansion and Export Success: Campina has successfully expanded its reach beyond Indonesia, exporting its products to over 10 countries worldwide. The company has established strong partnerships with international distributors and retailers, making its brands accessible to a global audience.
6. Sustainability Practices and Commitment: Campina is committed to sustainable practices throughout its operations, from sourcing ingredients to manufacturing and packaging. The company implements eco-friendly initiatives, reduces waste generation, and promotes responsible sourcing of raw materials.
7. Social Responsibility Initiatives: Campina actively engages in social responsibility initiatives, focusing on education, community development, and environmental protection. The company collaborates with various organizations to provide support and opportunities for underprivileged communities and promotes environmental awareness and conservation efforts.",2023-12-18 16:24:42.010,y4TOqSFLXtacjUX7MMsxH8XT0D03,2023-12-18 16:24:42.010,Food & Beverage,true,true,false,,,,,,,
"8766b5d4-3043-4dde-954e-7f84ffde384f",JM0ACCkdDldG95EFbDG6r8hTM8q2,JM0ACCkdDldG95EFbDG6r8hTM8q2,https://drive.google.com/file/d/1luDa5snc28hoJBNCwgGPDUbZ_8-qklRx/view?usp=drive_link,Telkomsel,"Telkomsel, Indonesia's leading telecommunications provider, has been connecting people and empowering communities for over 25 years. With a robust network spanning over 95% of Indonesia's population, Telkomsel provides a comprehensive range of services, including mobile and fixed-line broadband, voice, and data services. The company has played a pivotal role in Indonesia's digital transformation, driving innovation and accessibility across the country.

Telkomsel's commitment to excellence has been recognized through numerous awards and certifications, including the World Communications Award for Best Mobile Operator in Emerging Markets in 2023. The company continuously invests in its network infrastructure and service innovation, ensuring that Indonesians have access to world-class telecommunications services. Telkomsel is also committed to social responsibility, actively engaging in initiatives that promote digital literacy, education, and community development.","1. Market Leadership: Telkomsel has consistently maintained a strong market position, holding a significant share in the Indonesian telecommunications market. The brand's services are widely recognized for their reliability, affordability, and innovation.
2. Network Expansion and Coverage: Telkomsel has established a robust network spanning over 95% of Indonesia's population, providing access to high-speed mobile and fixed-line broadband services across the country. The company has also expanded its network coverage to remote and underserved areas, bridging the digital divide and promoting inclusive connectivity.
3. Technology Leadership and Innovation: Telkomsel has been at the forefront of technological advancements in the telecommunications industry, introducing innovative services such as 4G LTE, 5G, and digital solutions for businesses and consumers. The company continuously invests in research and development to maintain its technological edge and deliver cutting-edge solutions to its customers.
4. Digital Transformation and Enabling Ecosystem: Telkomsel has played a pivotal role in Indonesia's digital transformation, providing the infrastructure and services that support the growth of the digital economy. The company has enabled a vibrant ecosystem of digital startups and entrepreneurs, fostering innovation and economic growth.
5. Social Responsibility and Community Engagement: Telkomsel is committed to social responsibility, actively engaging in initiatives that promote digital literacy, education, and community development. The company has partnered with various organizations to provide digital training and resources to underprivileged communities, bridging the digital divide and empowering individuals.
6. Awards and Recognitions: Telkomsel has received numerous awards and recognitions, including the World Communications Award for Best Mobile Operator in Emerging Markets in 2023. These accolades showcase the company's global standing and its contributions to the telecommunications industry.",2023-12-18 16:24:42.010,JM0ACCkdDldG95EFbDG6r8hTM8q2,2023-12-18 16:24:42.010,Telecommunication,true,true,false,,,,,,,
"24f96d89-d0ca-4c8c-a555-aa9087ae36e8",gb6V5uGeZSSrGwWlpKS1d6BXv242,gb6V5uGeZSSrGwWlpKS1d6BXv242,https://drive.google.com/file/d/1OOpSD6gS4vSnswBa8d6P1BVhp74a4gCU/view?usp=drive_link,Hydro Coco,"Tentang Hydro Coco
Hydro Coco terbuat dari air kelapa asli dalam kemasan yang praktis dan higienis.

Nutrisi Air Kelapa Asli
Hydro Coco dengan nutrisi air kelapa asli adalah pilihan yang tepat untuk jaga kesehatan karena mempunyai banyak manfaat kesehatan, salah satunya menjaga daya tahan dan rehidrasi tubuh.","1. Pioneer in coconut water production: Hydro Coco is one of the first companies in Indonesia to introduce packaged coconut water, contributing to the growth of the coconut water industry in the country.
2. Leading market position: Hydro Coco has established itself as a leading coconut water brand in Indonesia, holding a significant share in the market. The company's products are widely recognized for their quality and taste.
3. Numerous awards and recognitions: Hydro Coco has received numerous awards and recognitions, including the Indonesian Business Award for the Best Beverage Company and the Top Brand Award for Coconut Water. These accolades showcase the company's commitment to excellence and its contributions to the Indonesian beverage industry.
4. Export presence: Hydro Coco's products are exported to over 20 countries worldwide, demonstrating the company's ability to meet international standards and compete in global markets.
5. Sustainability initiatives: Hydro Coco is committed to sustainable practices, implementing initiatives such as using eco-friendly packaging and supporting local coconut farmers.
6. Community engagement: Hydro Coco actively engages with local communities, providing support for education and healthcare programs.",2023-12-18 16:24:42.010,gb6V5uGeZSSrGwWlpKS1d6BXv242,2023-12-18 16:24:42.010,Food & Beverage,true,true,false,,,,,,,
"46989c97-4bb0-4228-8c5f-ffb32418aac9",NgNDTSxKEeV4nzODnak4iOGp6pu1,NgNDTSxKEeV4nzODnak4iOGp6pu1,https://drive.google.com/file/d/1FP222ywCyNXjPShTjZE5FS00Lf0bdP3H/view?usp=drive_link,Nutrijell,"Nutrijell is a leading agar-agar brand in Indonesia, known for its high quality and versatility. The company has established itself as a pioneer in the agar-agar industry, introducing innovative products that cater to the diverse culinary needs of Indonesian consumers. Nutrijell's commitment to excellence has been recognized through numerous awards and recognitions, including the Indonesian Business Award for the Best Food Ingredient Company and the Top Brand Award for Agar-Agar.

Beyond its product offerings, Nutrijell is also committed to sustainability and community engagement. The company implements eco-friendly practices, sources agar-agar from responsibly cultivated seaweed farms, and actively supports education and healthcare programs in local communities. Nutrijell's achievements and contributions have solidified its position as a leading brand in the Indonesian agar-agar industry, while also demonstrating its dedication to social responsibility and cultural preservation.","1. Pioneer in agar-agar production: Nutrijell is one of the first companies in Indonesia to introduce agar-agar, a plant-based gelatin substitute derived from seaweed.
2. Leading market position: Nutrijell has established itself as the leading agar-agar brand in Indonesia, holding a significant share in the market. The company's products are widely recognized for their high quality and versatility.
3. Numerous awards and recognitions: Nutrijell has received numerous awards and recognitions, including the Indonesian Business Award for the Best Food Ingredient Company and the Top Brand Award for Agar-Agar. These accolades showcase the company's commitment to excellence and its contributions to the Indonesian food industry.
4. Product innovations: Nutrijell has a strong reputation for introducing innovative products that cater to the diverse culinary needs of Indonesian consumers. The company has expanded its product range to include various flavors, colors, and textures of agar-agar, making it a versatile ingredient in both sweet and savory dishes.
5. Export presence: Nutrijell's products are exported to over 30 countries worldwide, demonstrating the company's ability to meet international standards and compete in global markets.
6. Sustainability initiatives: Nutrijell is committed to sustainable practices, implementing initiatives such as using eco-friendly packaging and sourcing agar-agar from responsibly cultivated seaweed farms.
7. Community engagement: Nutrijell actively engages with local communities, providing support for education and healthcare programs. Additionally, the company promotes the use of agar-agar in traditional Indonesian recipes, helping to preserve cultural heritage.",2023-12-18 16:24:42.010,NgNDTSxKEeV4nzODnak4iOGp6pu1,2023-12-18 16:24:42.010,Food & Beverage,true,true,false,,,,,,,
"9ebfe0ed-eba0-40b7-982c-7f1df25cd025",y4TOqSFLXtacjUX7MMsxH8XT0D03,y4TOqSFLXtacjUX7MMsxH8XT0D03,https://drive.google.com/file/d/1bGpC1PoIVGuKeNujBu_X9FdSbz34hmFV/view?usp=drive_link,Eiger,"Eiger, a leading Indonesian outdoor apparel and equipment brand, has been empowering adventurers and outdoor enthusiasts for over 30 years. With a strong commitment to innovation, quality, and sustainability, Eiger has established itself as a trusted brand for outdoor enthusiasts across Indonesia and Southeast Asia.

Eiger's products are designed to meet the demanding needs of outdoor activities, from trekking and mountaineering to casual outdoor pursuits. The brand's commitment to quality and durability has been recognized through numerous awards and certifications, including the Indonesia Top Brand Award for Outdoor Apparel for over 15 consecutive years.","1. Market Leadership: Eiger has consistently maintained a strong market position, holding a significant share in the Indonesian outdoor apparel and equipment market. The brand's products are widely recognized for their quality, performance, and innovation.
2. Brand Recognition and Loyalty: Eiger has achieved remarkable brand recognition and loyalty among Indonesian outdoor enthusiasts and adventurers. The brand is synonymous with high-quality outdoor gear and is trusted by its customers to provide reliable and durable products for their outdoor adventures.
3. Numerous Awards and Recognitions: Eiger has received numerous awards and recognitions, including the Indonesia Top Brand Award for Outdoor Apparel for over 15 consecutive years. These accolades showcase the brand's enduring popularity and its contributions to the Indonesian outdoor industry.
4. Product Innovation and Expansion: Eiger has a strong reputation for introducing innovative products that cater to the evolving needs of outdoor enthusiasts. The brand has expanded its product portfolio to include a wide range of apparel, footwear, and accessories, catering to various outdoor activities and preferences.
5. Sustainability Commitment and Practices: Eiger is committed to sustainability throughout its operations, from sourcing materials to manufacturing and packaging. The company implements eco-friendly initiatives, reduces waste generation, and promotes responsible sourcing of raw materials.
6. Social Responsibility Initiatives: Eiger actively engages in social responsibility initiatives, focusing on environmental protection, outdoor education, and community development. The company collaborates with various organizations to promote responsible outdoor practices, educate the public about the importance of preserving natural environments, and support local communities through various initiatives.",2023-12-18 16:24:42.010,y4TOqSFLXtacjUX7MMsxH8XT0D03,2023-12-18 16:24:42.010,Miscellaneous ,true,true,false,,,,,,,
"004a668f-f664-47f0-a452-54cc5458bea3",OFt6HkGGNcfL1TXYmOxbHr01cxT2,OFt6HkGGNcfL1TXYmOxbHr01cxT2,https://drive.google.com/file/d/14I6F-1BAj_zoG8yDQJngi5aiFmr1uPOL/view?usp=drive_link,Zalora Indonesia,"Zalora Indonesia, the largest online fashion retailer in Indonesia, offers a wide selection of products from local and international brands. With its innovative technology, customer-centric approach, and strong mobile presence, Zalora Indonesia has consistently ranked among the top e-commerce companies in the country.

Zalora Indonesia's commitment to excellence has been recognized through numerous awards and recognitions, including the Indonesia E-commerce Award for the Best Fashion E-commerce and the Top Brand Award for Online Fashion Retail. The company has also made a positive impact on the Indonesian economy, creating jobs and promoting the growth of e-commerce in the country.","1. Leading e-commerce platform for fashion and lifestyle: Zalora Indonesia is the largest online fashion retailer in Indonesia, with a wide selection of products from local and international brands.
2. Significant market share: Zalora Indonesia holds a significant share of the Indonesian e-commerce market, consistently ranking among the top e-commerce companies in the country.
3. Innovative technology and customer experience: Zalora Indonesia is known for its innovative technology and customer-centric approach, offering a seamless online shopping experience and a variety of payment options.
4. Strong mobile presence: Zalora Indonesia has a strong mobile presence, with a user-friendly mobile app that accounts for a significant portion of its sales.
5. Awards and recognitions: Zalora Indonesia has received numerous awards and recognitions, including the Indonesia E-commerce Award for the Best Fashion E-commerce and the Top Brand Award for Online Fashion Retail.
6. Economic and social impact: Zalora Indonesia has had a positive impact on the Indonesian economy, creating jobs and promoting the growth of e-commerce in the country. The company also supports various social initiatives, such as providing scholarships for underprivileged students.",2023-12-18 16:24:42.010,OFt6HkGGNcfL1TXYmOxbHr01cxT2,2023-12-18 16:24:42.010,E-commerce,true,true,false,,,,,,,
